"service_id","date","exception_type"
"1_平日","20230706","2"
"1_土曜","20230706","2"
"1_日祝","20230706","2"
"1_特別ダイヤ１","20230706","1"
"1_平日","20230713","2"
"1_土曜","20230713","2"
"1_日祝","20230713","2"
"1_特別ダイヤ１","20230713","1"
"1_平日","20230717","2"
"1_土曜","20230717","1"
"1_平日","20230720","2"
"1_土曜","20230720","2"
"1_日祝","20230720","2"
"1_特別ダイヤ１","20230720","1"
"1_平日","20230727","2"
"1_土曜","20230727","2"
"1_日祝","20230727","2"
"1_特別ダイヤ１","20230727","1"
"1_平日","20230803","2"
"1_土曜","20230803","2"
"1_日祝","20230803","2"
"1_特別ダイヤ１","20230803","1"
"1_平日","20230810","2"
"1_土曜","20230810","2"
"1_日祝","20230810","2"
"1_特別ダイヤ１","20230810","1"
"1_平日","20230811","2"
"1_土曜","20230811","1"
"1_平日","20230814","2"
"1_土曜","20230814","1"
"1_平日","20230815","2"
"1_土曜","20230815","1"
"1_平日","20230817","2"
"1_土曜","20230817","2"
"1_日祝","20230817","2"
"1_特別ダイヤ１","20230817","1"
"1_平日","20230824","2"
"1_土曜","20230824","2"
"1_日祝","20230824","2"
"1_特別ダイヤ１","20230824","1"
"1_平日","20230831","2"
"1_土曜","20230831","2"
"1_日祝","20230831","2"
"1_特別ダイヤ１","20230831","1"
"1_平日","20230907","2"
"1_土曜","20230907","2"
"1_日祝","20230907","2"
"1_特別ダイヤ１","20230907","1"
"1_平日","20230914","2"
"1_土曜","20230914","2"
"1_日祝","20230914","2"
"1_特別ダイヤ１","20230914","1"
"1_平日","20230918","2"
"1_土曜","20230918","1"
"1_平日","20230921","2"
"1_土曜","20230921","2"
"1_日祝","20230921","2"
"1_特別ダイヤ１","20230921","1"
"1_平日","20230928","2"
"1_土曜","20230928","2"
"1_日祝","20230928","2"
"1_特別ダイヤ１","20230928","1"
"1_平日","20231009","2"
"1_日祝","20231009","1"
"1_平日","20231103","2"
"1_日祝","20231103","1"
"1_平日","20231123","2"
"1_日祝","20231123","1"
"1_平日","20240101","2"
"1_日祝","20240101","1"
"1_平日","20240108","2"
"1_日祝","20240108","1"
"1_平日","20240212","2"
"1_日祝","20240212","1"
"1_平日","20240223","2"
"1_日祝","20240223","1"
"1_平日","20240320","2"
"1_日祝","20240320","1"
"1_平日","20240429","2"
"1_日祝","20240429","1"
"1_平日","20240503","2"
"1_日祝","20240503","1"
"1_土曜","20240504","2"
"1_日祝","20240504","1"
"1_平日","20240506","2"
"1_日祝","20240506","1"
"3_平日","20230811","2"
"3_日祝","20230811","1"
"3_平日","20230814","2"
"3_日祝","20230814","1"
"3_平日","20230815","2"
"3_日祝","20230815","1"
"3_平日","20230918","2"
"3_日祝","20230918","1"
"3_土曜","20230923","2"
"3_日祝","20230923","1"
"3_平日","20231009","2"
"3_日祝","20231009","1"
"3_平日","20231103","2"
"3_日祝","20231103","1"
"3_平日","20231123","2"
"3_日祝","20231123","1"
"3_平日","20231230","2"
"3_土曜","20231230","2"
"3_日祝","20231230","2"
"3_平日","20231231","2"
"3_土曜","20231231","2"
"3_日祝","20231231","2"
"3_平日","20240101","2"
"3_土曜","20240101","2"
"3_日祝","20240101","2"
"3_平日","20240102","2"
"3_土曜","20240102","2"
"3_日祝","20240102","2"
"3_平日","20240103","2"
"3_土曜","20240103","2"
"3_日祝","20240103","2"
"3_平日","20240108","2"
"3_日祝","20240108","1"
"3_平日","20240212","2"
"3_日祝","20240212","1"
"3_平日","20240223","2"
"3_日祝","20240223","1"
"3_平日","20240320","2"
"3_日祝","20240320","1"
"3_火木","20230725","1"
"3_火木","20230727","1"
"3_火木","20230801","1"
"3_火木","20230803","1"
"3_火木","20230808","1"
"3_火木","20230810","1"
"3_火木","20230817","1"
"3_火木","20230822","1"
"3_火木","20230824","1"
"3_火木","20230829","1"
"3_火木","20230831","1"
"3_火木","20230905","1"
"3_火木","20230907","1"
"3_火木","20230912","1"
"3_火木","20230914","1"
"3_火木","20230919","1"
"3_火木","20230921","1"
"3_火木","20230926","1"
"3_火木","20230928","1"
"3_火木","20231003","1"
"3_火木","20231005","1"
"3_火木","20231010","1"
"3_火木","20231012","1"
"3_火木","20231017","1"
"3_火木","20231019","1"
"3_火木","20231024","1"
"3_火木","20231026","1"
"3_火木","20231031","1"
"3_火木","20231102","1"
