"service_id","date","exception_type"
"3_▲","20220909","1"
"3_▲","20220912","1"
"3_▲","20220913","1"
"3_▲","20220915","1"
"3_▲","20220916","1"
"3_▲","20220920","1"
"3_▲","20220922","1"
"3_▲","20220926","1"
"3_▲","20220927","1"
"3_▲","20220929","1"
"3_▲","20220930","1"
"3_▲","20221003","1"
"3_▲","20221004","1"
"3_▲","20221006","1"
"3_▲","20221007","1"
"3_▲","20221011","1"
"3_▲","20221013","1"
"3_▲","20221014","1"
"3_▲","20221017","1"
"3_▲","20221018","1"
"3_▲","20221020","1"
"3_▲","20221021","1"
"3_▲","20221024","1"
"3_▲","20221025","1"
"3_▲","20221027","1"
"3_▲","20221028","1"
"3_▲","20221031","1"
"3_▲","20221101","1"
"3_▲","20221104","1"
"3_▲","20221107","1"
"3_▲","20221108","1"
"3_▲","20221110","1"
"3_▲","20221111","1"
"3_▲","20221114","1"
"3_▲","20221115","1"
"3_▲","20221117","1"
"3_▲","20221118","1"
"3_▲","20221121","1"
"3_▲","20221122","1"
"3_▲","20221124","1"
"3_▲","20221125","1"
"3_▲","20221128","1"
"3_▲","20221129","1"
"3_▲","20221201","1"
"3_▲","20221202","1"
"3_▲","20221205","1"
"3_▲","20221206","1"
"3_▲","20221208","1"
"3_▲","20221209","1"
"3_▲","20221212","1"
"3_▲","20221213","1"
"3_▲","20221215","1"
"3_▲","20221216","1"
"3_▲","20221219","1"
"3_▲","20221220","1"
"3_▲","20221222","1"
"3_▲","20221223","1"
"3_▲","20221226","1"
"3_▲","20221227","1"
"3_▲","20221229","1"
"3_▲","20230105","1"
"3_▲","20230106","1"
"3_▲","20230110","1"
"3_▲","20230112","1"
"3_▲","20230113","1"
"3_▲","20230116","1"
"3_▲","20230117","1"
"3_▲","20230119","1"
"3_▲","20230120","1"
"3_▲","20230123","1"
"3_▲","20230124","1"
"3_▲","20230126","1"
"3_▲","20230127","1"
"3_▲","20230130","1"
"3_▲","20230131","1"
"3_▲","20230202","1"
"3_▲","20230203","1"
"3_▲","20230206","1"
"3_▲","20230207","1"
"3_▲","20230209","1"
"3_▲","20230210","1"
"3_▲","20230213","1"
"3_▲","20230214","1"
"3_▲","20230216","1"
"3_▲","20230217","1"
"3_▲","20230220","1"
"3_▲","20230221","1"
"3_▲","20230224","1"
"3_▲","20230227","1"
"3_▲","20230228","1"
"3_▲","20230302","1"
"3_▲","20230303","1"
"3_▲","20230306","1"
"3_▲","20230307","1"
"3_▲","20230309","1"
"3_▲","20230310","1"
"3_▲","20230313","1"
"3_▲","20230314","1"
"3_▲","20230316","1"
"3_▲","20230317","1"
"3_▲","20230320","1"
"3_▲","20230323","1"
"3_▲","20230324","1"
"3_▲","20230327","1"
"3_▲","20230328","1"
"3_▲","20230330","1"
"3_▲","20230331","1"
"4_平日","20220401","2"
"4_土曜","20220401","2"
"4_日祝","20220401","2"
"4_特別ダイヤ１","20220401","1"
"4_平日","20220404","2"
"4_土曜","20220404","2"
"4_日祝","20220404","2"
"4_特別ダイヤ１","20220404","1"
"4_平日","20220405","2"
"4_土曜","20220405","2"
"4_日祝","20220405","2"
"4_特別ダイヤ１","20220405","1"
"4_平日","20220429","2"
"4_日祝","20220429","1"
"4_平日","20220503","2"
"4_日祝","20220503","1"
"4_平日","20220504","2"
"4_日祝","20220504","1"
"4_平日","20220505","2"
"4_日祝","20220505","1"
"4_平日","20220718","2"
"4_日祝","20220718","1"
"4_平日","20220721","2"
"4_土曜","20220721","2"
"4_日祝","20220721","2"
"4_特別ダイヤ１","20220721","1"
"4_平日","20220722","2"
"4_土曜","20220722","2"
"4_日祝","20220722","2"
"4_特別ダイヤ１","20220722","1"
"4_平日","20220725","2"
"4_土曜","20220725","2"
"4_日祝","20220725","2"
"4_特別ダイヤ１","20220725","1"
"4_平日","20220726","2"
"4_土曜","20220726","2"
"4_日祝","20220726","2"
"4_特別ダイヤ１","20220726","1"
"4_平日","20220727","2"
"4_土曜","20220727","2"
"4_日祝","20220727","2"
"4_特別ダイヤ１","20220727","1"
"4_平日","20220728","2"
"4_土曜","20220728","2"
"4_日祝","20220728","2"
"4_特別ダイヤ１","20220728","1"
"4_平日","20220729","2"
"4_土曜","20220729","2"
"4_日祝","20220729","2"
"4_特別ダイヤ１","20220729","1"
"4_平日","20220801","2"
"4_土曜","20220801","2"
"4_日祝","20220801","2"
"4_特別ダイヤ１","20220801","1"
"4_平日","20220802","2"
"4_土曜","20220802","2"
"4_日祝","20220802","2"
"4_特別ダイヤ１","20220802","1"
"4_平日","20220803","2"
"4_土曜","20220803","2"
"4_日祝","20220803","2"
"4_特別ダイヤ１","20220803","1"
"4_平日","20220804","2"
"4_土曜","20220804","2"
"4_日祝","20220804","2"
"4_特別ダイヤ１","20220804","1"
"4_平日","20220805","2"
"4_土曜","20220805","2"
"4_日祝","20220805","2"
"4_特別ダイヤ１","20220805","1"
"4_平日","20220808","2"
"4_土曜","20220808","2"
"4_日祝","20220808","2"
"4_特別ダイヤ１","20220808","1"
"4_平日","20220809","2"
"4_土曜","20220809","2"
"4_日祝","20220809","2"
"4_特別ダイヤ１","20220809","1"
"4_平日","20220810","2"
"4_土曜","20220810","2"
"4_日祝","20220810","2"
"4_特別ダイヤ１","20220810","1"
"4_平日","20220811","2"
"4_日祝","20220811","1"
"4_平日","20220812","2"
"4_土曜","20220812","2"
"4_日祝","20220812","2"
"4_特別ダイヤ１","20220812","1"
"4_平日","20220815","2"
"4_土曜","20220815","2"
"4_日祝","20220815","2"
"4_特別ダイヤ１","20220815","1"
"4_平日","20220816","2"
"4_土曜","20220816","2"
"4_日祝","20220816","2"
"4_特別ダイヤ１","20220816","1"
"4_平日","20220817","2"
"4_土曜","20220817","2"
"4_日祝","20220817","2"
"4_特別ダイヤ１","20220817","1"
"4_平日","20220818","2"
"4_土曜","20220818","2"
"4_日祝","20220818","2"
"4_特別ダイヤ１","20220818","1"
"4_平日","20220819","2"
"4_土曜","20220819","2"
"4_日祝","20220819","2"
"4_特別ダイヤ１","20220819","1"
"4_平日","20220822","2"
"4_土曜","20220822","2"
"4_日祝","20220822","2"
"4_特別ダイヤ１","20220822","1"
"4_平日","20220823","2"
"4_土曜","20220823","2"
"4_日祝","20220823","2"
"4_特別ダイヤ１","20220823","1"
"4_平日","20220824","2"
"4_土曜","20220824","2"
"4_日祝","20220824","2"
"4_特別ダイヤ１","20220824","1"
"4_平日","20220825","2"
"4_土曜","20220825","2"
"4_日祝","20220825","2"
"4_特別ダイヤ１","20220825","1"
"4_平日","20220826","2"
"4_土曜","20220826","2"
